ID,Dt_Customer,Year_Birth,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumStorePurchases,NumWebVisitsMonth,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Kidhome_0,Kidhome_1,Kidhome_2,Teenhome_0,Teenhome_1,Teenhome_2,AcceptedCmp3_0,AcceptedCmp3_1,AcceptedCmp4_0,AcceptedCmp4_1,AcceptedCmp5_0,AcceptedCmp5_1,AcceptedCmp1_0,AcceptedCmp1_1,AcceptedCmp2_0,AcceptedCmp2_1,Complain_0,Complain_1,Z_CostContact_3,Z_Revenue_11,Response_0,Response_1
1409,18/03/2013,0.563106796,0.058590601,0.696969697,0.180843938,0.015075377,0.015652174,0.150579151,0.022813688,0.273480663,0.466666667,0.259259259,0.384615385,0.4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
7892,02/01/2013,0.737864078,0.02535432,0.898989899,0.004018754,0.020100503,0.014492754,0.057915058,0.045627376,0.035911602,0.133333333,0.074074074,0.230769231,0.35,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
2404,27/05/2013,0.805825243,0.077645067,0.04040404,0.115874079,0.020100503,0.017391304,0.011583012,0.022813688,0.113259669,0.266666667,0.185185185,0.307692308,0.35,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
5255,20/02/2013,0.902912621,,0.191919192,0.003348962,0.005025126,0.00173913,0.011583012,1,1,0,1,0,0.05,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
9422,31/05/2013,0.932038835,0.055088008,0.262626263,0.024112525,0.010050251,0.024347826,0.077220077,0.079847909,0.027624309,0.133333333,0.074074074,0.307692308,0.15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
1966,22/11/2013,0.699029126,0.124655606,0.96969697,0.458137977,0.502512563,0.464347826,0.081081081,0.25095057,0,0.066666667,0.222222222,0.769230769,0.1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0
6864,22/05/2014,0.932038835,0.013909609,0.343434343,0.005358339,0.020100503,0.005797101,0.007722008,0.007604563,0.011049724,0.133333333,0.111111111,0.230769231,0.25,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
3033,11/05/2013,0.67961165,0.055479024,0.565656566,0.075016745,0.085427136,0.025507246,0.131274131,0.08365019,0.245856354,0.066666667,0.074074074,0.230769231,0.15,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
5710,10/10/2012,0.747572816,0.058378551,0.313131313,0.07367716,0,0.002898551,0.007722008,0,0.008287293,0.133333333,0.074074074,0.307692308,0.25,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0
7373,29/10/2012,0.572815534,0.067495218,0.080808081,0.064300067,0.060301508,0.055652174,0.127413127,0.08365019,0.11878453,0.4,0.148148148,0.461538462,0.3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1
8755,20/02/2013,0.514563107,0.100651792,0.04040404,0.32283992,0.170854271,0.273043478,0.459459459,0.258555133,0.060773481,0.066666667,0.111111111,0.692307692,0.35,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
10738,29/08/2013,0.563106796,0.071674567,0.555555556,0.026791695,0,0.011014493,0.007722008,0.003802281,0.008287293,0.066666667,0.074074074,0.230769231,0.35,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
4339,31/12/2013,0.747572816,0.098690701,0.373737374,0.47019424,0.085427136,0.087536232,0,0.030418251,0.096685083,0.333333333,0.185185185,0.923076923,0.1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
10755,02/09/2013,0.805825243,0.033067844,0.767676768,0.004018754,0.015075377,0.008115942,0.057915058,0.02661597,0.099447514,0.2,0.111111111,0.153846154,0.35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
8595,11/02/2014,0.776699029,0.061207394,1,0.03683858,0,0.003478261,0.007722008,0,0.011049724,0.133333333,0.037037037,0.230769231,0.25,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
2968,01/02/2013,0.485436893,0.071011345,0.535353535,0.292699263,0.040201005,0.11942029,0.617760618,0.186311787,0.116022099,0.133333333,0.259259259,0.384615385,0.3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1
8601,29/04/2013,0.844660194,0.11772712,0.03030303,0.281982585,0.381909548,0.310724638,0.316602317,0.676806084,0.281767956,0.133333333,0.296296296,0.384615385,0.2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
503,12/03/2013,0.893203883,0.028317011,0.888888889,0.008707301,0.005025126,0.016811594,0.011583012,0,0.019337017,0.133333333,0.074074074,0.230769231,0.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
8430,24/12/2012,0.621359223,0.030475113,0.04040404,0.006028131,0,0.003478261,0.011583012,0.003802281,0.008287293,0.066666667,0,0.230769231,0.25,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
7281,05/11/2013,0.640776699,,0.808080808,0.054253182,0.055276382,0.028985507,0.011583012,0.007604563,0.107734807,0.066666667,0.037037037,0.307692308,0.1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
2139,02/10/2013,0.796116505,0.008677527,0.191919192,0.002009377,0.005025126,0.005797101,0.011583012,0.007604563,0.033149171,0.2,0.074074074,0.230769231,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
1371,28/06/2014,0.805825243,0.117621846,0.727272727,0.082384461,0.824120603,0.154202899,0.876447876,0.114068441,0.480662983,0.066666667,0.074074074,0.692307692,0.05,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
9909,09/11/2012,1,0.008677527,0.242424242,0.002009377,0.090452261,0.008115942,0.057915058,0.08365019,0.138121547,0.2,0.111111111,0.230769231,0.45,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1
7286,24/05/2013,0.72815534,0.060153158,0.929292929,0.008707301,0.030150754,0.008695652,0.011583012,0.019011407,0.035911602,0.066666667,0.074074074,0.153846154,0.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
7244,01/01/2014,0.563106796,,0.96969697,0.032150033,0.025125628,0.027826087,0.023166023,0.038022814,0.019337017,0.2,0.074074074,0.307692308,0.3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
6566,08/11/2012,0.59223301,0.106506491,0.393939394,0.553248493,0.251256281,0.183768116,0.193050193,0.144486692,0.104972376,0.6,0.185185185,0.923076923,0.4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
8614,12/05/2014,0.621359223,0.095882912,0.292929293,0.164099129,0.095477387,0.072463768,0.142857143,0.254752852,0.038674033,0.066666667,0.148148148,0.769230769,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
4114,11/08/2012,0.689320388,0.116421731,0.02020202,0.435365037,0.185929648,0.452173913,0.104247104,0.634980989,0.08839779,0.066666667,0.222222222,1,0.15,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
1331,02/01/2013,0.815533981,0.051222975,0.545454545,0.008037508,0.030150754,0.011594203,0.115830116,0.003802281,0.008287293,0.133333333,0.074074074,0.230769231,0.35,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
2225,07/06/2014,0.815533981,0.121593657,0.545454545,0.341594106,0.603015075,0.31884058,0.602316602,0.152091255,0.665745856,0.066666667,0.148148148,0.538461538,0.05,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1
9381,12/06/2013,0.825242718,0.097216875,0.575757576,0.219691896,0.045226131,0.071884058,0.046332046,0.091254753,0.301104972,0.466666667,0.148148148,0.769230769,0.15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
6260,19/11/2012,0.601941748,0.121295884,0.555555556,0.659075687,0.256281407,0.250434783,0.694980695,0.456273764,0.524861878,0.066666667,0.111111111,1,0.05,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1
10383,02/04/2013,0.708737864,0.103103156,0.303030303,0.197588747,0.175879397,0.27942029,0.467181467,0.456273764,0.110497238,0.066666667,0.185185185,0.769230769,0.15,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1
7437,28/04/2014,0.922330097,0.03941432,0.313131313,0.008707301,0,0.004637681,0.007722008,0.003802281,0.013812155,0.066666667,0.037037037,0.307692308,0.15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
8557,17/06/2013,0.86407767,,0.575757576,0.007367716,0.015075377,0.012753623,0.007722008,0.007604563,0.016574586,0.133333333,0.074074074,0.230769231,0.3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
8375,03/03/2014,0.72815534,0.081547698,0.636363636,0.299397187,0,0.016231884,0,0,0.11878453,0.2,0.296296296,0.461538462,0.35,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
6853,04/07/2013,0.86407767,0.111359589,0.121212121,0.476892163,0.130653266,0.311884058,0.266409266,0.049429658,0.220994475,0.066666667,0.111111111,0.846153846,0.05,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1
3076,07/09/2012,0.796116505,0.097637968,0.181818182,0.302746149,0.090452261,0.059130435,0.061776062,0.068441065,0.016574586,0.266666667,0.148148148,0.923076923,0.15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
1012,18/02/2013,0.572815534,0.090374111,0.262626263,0.350301407,0.035175879,0.077681159,0.142857143,0.053231939,0.466850829,0.266666667,0.296296296,0.769230769,0.35,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
6518,11/06/2013,0.563106796,0.099182478,0.080808081,0.365706631,0,0.027826087,0,0.022813688,0.016574586,0.066666667,0.259259259,0.615384615,0.25,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
4137,06/12/2013,0.533980583,0.103673135,0.292929293,0.266577361,0.201005025,0.212753623,0.459459459,0.463878327,0.082872928,0.066666667,0.259259259,0.307692308,0.2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
8082,21/05/2013,0.757281553,0.036080164,0.757575758,0.000669792,0.015075377,0.003478261,0.011583012,0.022813688,0.041436464,0.066666667,0.037037037,0.153846154,0.35,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1
1386,11/05/2014,0.718446602,0.046236029,0,0.006697924,0,0.00057971,0,0,0,0.066666667,0.037037037,0.153846154,0.35,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
9369,19/03/2014,0.834951456,0.130033567,0.191919192,0.460817147,0.070351759,0.179130435,0.776061776,0.091254753,0.104972376,0.066666667,0.407407407,0.769230769,0.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1
4477,27/09/2013,0.631067961,0.101312006,0.04040404,0.165438714,0.246231156,0.092173913,0.027027027,0.311787072,0.301104972,0.066666667,0.185185185,0.769230769,0.2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
1357,08/04/2013,0.747572816,0.109971486,0.909090909,0.573342264,0.296482412,0.282318841,0.223938224,0.11026616,0.201657459,0.466666667,0.074074074,0.384615385,0.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
1402,11/09/2012,0.59223301,0.098146288,0.01010101,0.332217013,0.180904523,0.266666667,0.72972973,0.228136882,0.033149171,0.2,0.148148148,0.461538462,0.15,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
10629,14/09/2012,0.776699029,,0.252525253,0.016744809,0.015075377,0.024927536,0.065637066,0.015209125,0.046961326,0.2,0.111111111,0.230769231,0.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
6312,17/03/2013,0.640776699,0.095198636,0.292929293,0.17280643,0.537688442,0.168695652,0.324324324,0.140684411,0.237569061,0.266666667,0.37037037,1,0.35,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
8132,05/04/2013,0.796116505,0.088581457,0.888888889,0.378432686,0.030150754,0.037681159,0,0.022813688,0.052486188,0.333333333,0.333333333,0.615384615,0.35,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0
1050,30/04/2014,0.572815534,0.040006858,0.585858586,0.009377093,0.050251256,0.007536232,0.015444015,0.057034221,0.024861878,0.066666667,0.074074074,0.307692308,0.1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
5846,19/12/2012,0.815533981,0.057924372,0.686868687,0.001339585,0.005025126,0.003478261,0.007722008,0.003802281,0.002762431,0.066666667,0.037037037,0.153846154,0.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
1859,27/08/2012,0.766990291,0.110568536,0.343434343,0.482920295,0.557788945,0.536231884,0.374517375,0.068441065,0.049723757,0.066666667,0.259259259,0.384615385,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1
7503,12/10/2012,0.805825243,0.111431777,0.404040404,0.69122572,0.527638191,0.451594203,0.528957529,0.399239544,0.140883978,0,0.185185185,0.692307692,0.2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1
10401,04/09/2013,0.805825243,0.036990026,0.121212121,0.000669792,0,0.002898551,0,0.011406844,0.024861878,0.066666667,0,0.230769231,0.15,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0
1618,02/01/2013,0.699029126,0.081686057,0.090909091,0.386470194,0,0.037101449,0,0,0.140883978,0.133333333,0.37037037,0.615384615,0.4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1
3332,29/08/2012,0.893203883,0.042154433,0.878787879,0.042866711,0.020100503,0.03942029,0.027027027,0.019011407,0.046961326,0.266666667,0.111111111,0.307692308,0.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
2261,23/06/2013,0.737864078,0.03695694,0.050505051,0.002679169,0.005025126,0.002898551,0.007722008,0,0.011049724,0.066666667,0.037037037,0.153846154,0.35,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
5346,03/07/2013,0.776699029,0.032828723,0.878787879,0.016744809,0.025125628,0.011014493,0.027027027,0,0.063535912,0.2,0.111111111,0.230769231,0.35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
4119,11/05/2013,0.67961165,0.055479024,0.565656566,0.075016745,0.085427136,0.025507246,0.131274131,0.08365019,0.245856354,0.066666667,0.074074074,0.230769231,0.15,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
535,25/02/2014,0.912621359,0.11975739,0.181818182,0.109176155,0.115577889,0.245797101,0.104247104,0.247148289,0.209944751,0.066666667,0.111111111,1,0.05,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
